省市代碼,縣市代碼,鄉鎮市區代碼,村里代碼,村里名
63,000,010,002,莊敬里
63,000,010,003,東榮里
63,000,010,004,三民里
63,000,010,005,新益里
63,000,010,006,富錦里
63,000,010,007,新東里
63,000,010,008,富泰里
63,000,010,009,介壽里
63,000,010,010,精忠里
63,000,010,011,東光里
63,000,010,012,龍田里
63,000,010,013,東昌里
63,000,010,014,東勢里
63,000,010,015,中華里
63,000,010,016,民有里
63,000,010,017,民福里
63,000,010,018,慈祐里
63,000,010,019,安平里
63,000,010,020,鵬程里
63,000,010,021,自強里
63,000,010,022,吉祥里
63,000,010,024,新聚里
63,000,010,025,復盛里
63,000,010,026,中正里
63,000,010,027,中崙里
63,000,010,028,美仁里
63,000,010,029,吉仁里
63,000,010,030,敦化里
63,000,010,031,復源里
63,000,010,032,復建里
63,000,010,033,復勢里
63,000,010,034,福成里
63,000,010,035,松基里
63,000,020,001,西村里
63,000,020,002,正和里
63,000,020,003,興隆里
63,000,020,004,中興里
63,000,020,005,新仁里
63,000,020,006,興雅里
63,000,020,007,敦厚里
63,000,020,008,廣居里
63,000,020,009,安康里
63,000,020,010,六藝里
63,000,020,011,雅祥里
63,000,020,012,五常里
63,000,020,013,五全里
63,000,020,014,永吉里
63,000,020,015,長春里
63,000,020,016,四育里
63,000,020,017,四維里
63,000,020,018,永春里
63,000,020,019,富台里
63,000,020,020,國業里
63,000,020,021,松隆里
63,000,020,022,松友里
63,000,020,023,松光里
63,000,020,024,中坡里
63,000,020,025,中行里
63,000,020,026,大道里
63,000,020,027,大仁里
63,000,020,028,景新里
63,000,020,029,惠安里
63,000,020,030,三張里
63,000,020,031,三犁里
63,000,020,032,六合里
63,000,020,033,泰和里
63,000,020,034,景聯里
63,000,020,035,景勤里
63,000,020,036,雙和里
63,000,020,037,嘉興里
63,000,020,038,黎順里
63,000,020,039,黎平里
63,000,020,040,黎忠里
63,000,020,041,黎安里
63,000,030,001,德安里
63,000,030,002,仁慈里
63,000,030,003,和安里
63,000,030,004,民炤里
63,000,030,005,仁愛里
63,000,030,006,義村里
63,000,030,007,民輝里
63,000,030,008,昌隆里
63,000,030,009,誠安里
63,000,030,010,光武里
63,000,030,011,龍坡里
63,000,030,012,龍泉里
63,000,030,013,古風里
63,000,030,014,古莊里
63,000,030,015,龍安里
63,000,030,016,錦安里
63,000,030,017,福住里
63,000,030,018,永康里
63,000,030,019,光明里
63,000,030,020,錦泰里
63,000,030,021,錦華里
63,000,030,022,龍圖里
63,000,030,023,新龍里
63,000,030,026,龍陣里
63,000,030,027,龍雲里
63,000,030,028,龍生里
63,000,030,029,住安里
63,000,030,030,義安里
63,000,030,031,通化里
63,000,030,032,通安里
63,000,030,033,臨江里
63,000,030,034,法治里
63,000,030,035,全安里
63,000,030,036,群賢里
63,000,030,037,群英里
63,000,030,038,虎嘯里
63,000,030,039,臥龍里
63,000,030,040,龍淵里
63,000,030,041,龍門里
63,000,030,043,大學里
63,000,030,044,芳和里
63,000,030,046,黎元里
63,000,030,047,黎孝里
63,000,030,048,黎和里
63,000,030,049,建安里
63,000,030,050,建倫里
63,000,030,051,敦安里
63,000,030,052,正聲里
63,000,030,053,敦煌里
63,000,030,054,華聲里
63,000,030,055,車層里
63,000,030,056,光信里
63,000,030,057,學府里
63,000,040,001,正守里
63,000,040,002,正義里
63,000,040,003,正得里
63,000,040,004,民安里
63,000,040,005,康樂里
63,000,040,006,中山里
63,000,040,007,聚盛里
63,000,040,008,集英里
63,000,040,009,聚葉里
63,000,040,010,恆安里
63,000,040,011,晴光里
63,000,040,012,圓山里
63,000,040,013,劍潭里
63,000,040,014,大直里
63,000,040,015,成功里
63,000,040,016,永安里
63,000,040,017,大佳里
63,000,040,018,新喜里
63,000,040,019,新庄里
63,000,040,020,新福里
63,000,040,021,松江里
63,000,040,022,新生里
63,000,040,023,中庄里
63,000,040,024,行政里
63,000,040,025,行仁里
63,000,040,026,行孝里
63,000,040,027,下埤里
63,000,040,028,江寧里
63,000,040,029,江山里
63,000,040,030,中吉里
63,000,040,031,中原里
63,000,040,032,興亞里
63,000,040,033,中央里
63,000,040,034,朱馥里
63,000,040,035,龍洲里
63,000,040,036,朱園里
63,000,040,037,埤頭里
63,000,040,038,朱崙里
63,000,040,039,力行里
63,000,040,040,復華里
63,000,040,041,金泰里
63,000,040,042,北安里
63,000,050,001,水源里
63,000,050,002,富水里
63,000,050,003,文盛里
63,000,050,004,林興里
63,000,050,005,河堤里
63,000,050,006,頂東里
63,000,050,007,網溪里
63,000,050,008,板溪里
63,000,050,009,螢圃里
63,000,050,010,螢雪里
63,000,050,011,永功里
63,000,050,012,永昌里
63,000,050,013,龍興里
63,000,050,014,忠勤里
63,000,050,015,廈安里
63,000,050,016,愛國里
63,000,050,017,南門里
63,000,050,018,龍光里
63,000,050,019,南福里
63,000,050,020,龍福里
63,000,050,021,新營里
63,000,050,022,建國里
63,000,050,023,光復里
63,000,050,024,黎明里
63,000,050,025,梅花里
63,000,050,026,幸福里
63,000,050,027,幸市里
63,000,050,028,東門里
63,000,050,029,文北里
63,000,050,030,文祥里
63,000,050,031,三愛里
63,000,060,001,玉泉里
63,000,060,002,建明里
63,000,060,003,建功里
63,000,060,004,建泰里
63,000,060,005,永樂里
63,000,060,006,朝陽里
63,000,060,007,星明里
63,000,060,008,光能里
63,000,060,009,大有里
63,000,060,010,延平里
63,000,060,011,雙連里
63,000,060,012,南芳里
63,000,060,013,民權里
63,000,060,014,景星里
63,000,060,015,隆和里
63,000,060,016,蓬萊里
63,000,060,017,國順里
63,000,060,018,國慶里
63,000,060,019,揚雅里
63,000,060,020,斯文里
63,000,060,021,鄰江里
63,000,060,022,至聖里
63,000,060,024,老師里
63,000,060,025,重慶里
63,000,060,026,保安里
63,000,070,001,福星里
63,000,070,002,萬壽里
63,000,070,003,西門里
63,000,070,004,新起里
63,000,070,005,菜園里
63,000,070,006,青山里
63,000,070,007,富民里
63,000,070,008,福音里
63,000,070,009,仁德里
63,000,070,010,富福里
63,000,070,011,頂碩里
63,000,070,012,雙園里
63,000,070,013,新忠里
63,000,070,014,新和里
63,000,070,015,糖廍里
63,000,070,016,和平里
63,000,070,017,綠堤里
63,000,070,018,華江里
63,000,070,019,柳鄉里
63,000,070,020,日善里
63,000,070,021,新安里
63,000,070,022,忠德里
63,000,070,023,孝德里
63,000,070,024,和德里
63,000,070,025,錦德里
63,000,070,026,全德里
63,000,070,027,保德里
63,000,070,028,銘德里
63,000,070,029,榮德里
63,000,070,030,壽德里
63,000,070,031,興德里
63,000,070,032,華中里
63,000,070,033,日祥里
63,000,070,034,忠貞里
63,000,070,035,凌霄里
63,000,070,036,騰雲里
63,000,080,001,景行里
63,000,080,002,景東里
63,000,080,003,景美里
63,000,080,004,景慶里
63,000,080,005,景仁里
63,000,080,006,景華里
63,000,080,007,萬有里
63,000,080,008,萬祥里
63,000,080,009,萬隆里
63,000,080,010,萬年里
63,000,080,011,萬和里
63,000,080,012,萬盛里
63,000,080,013,興豐里
63,000,080,014,興光里
63,000,080,015,興家里
63,000,080,016,興得里
63,000,080,017,興業里
63,000,080,018,興安里
63,000,080,019,興福里
63,000,080,020,興旺里
63,000,080,021,興泰里
63,000,080,022,興昌里
63,000,080,023,試院里
63,000,080,024,華興里
63,000,080,025,明義里
63,000,080,026,明興里
63,000,080,027,木柵里
63,000,080,028,木新里
63,000,080,029,順興里
63,000,080,030,樟林里
63,000,080,031,樟新里
63,000,080,032,樟腳里
63,000,080,033,萬芳里
63,000,080,034,博嘉里
63,000,080,035,萬興里
63,000,080,036,指南里
63,000,080,037,老泉里
63,000,080,038,忠順里
63,000,080,039,萬美里
63,000,080,040,政大里
63,000,080,041,樟文里
63,000,080,042,興邦里
63,000,080,043,樟樹里
63,000,090,001,南港里
63,000,090,002,中南里
63,000,090,003,新富里
63,000,090,004,三重里
63,000,090,005,東新里
63,000,090,006,新光里
63,000,090,007,東明里
63,000,090,008,西新里
63,000,090,009,玉成里
63,000,090,010,合成里
63,000,090,011,成福里
63,000,090,012,萬福里
63,000,090,013,鴻福里
63,000,090,014,百福里
63,000,090,015,聯成里
63,000,090,016,舊莊里
63,000,090,017,中研里
63,000,090,018,九如里
63,000,090,019,仁福里
63,000,090,020,重陽里
63,000,100,001,西湖里
63,000,100,002,西康里
63,000,100,003,西安里
63,000,100,005,港墘里
63,000,100,006,港都里
63,000,100,007,港富里
63,000,100,008,港華里
63,000,100,009,內湖里
63,000,100,010,湖濱里
63,000,100,011,紫星里
63,000,100,012,大湖里
63,000,100,013,金龍里
63,000,100,014,金瑞里
63,000,100,015,碧山里
63,000,100,016,紫雲里
63,000,100,017,清白里
63,000,100,018,葫洲里
63,000,100,019,紫陽里
63,000,100,020,瑞陽里
63,000,100,021,瑞光里
63,000,100,022,五分里
63,000,100,023,東湖里
63,000,100,024,樂康里
63,000,100,025,內溝里
63,000,100,026,週美里
63,000,100,027,行善里
63,000,100,028,石潭里
63,000,100,029,湖興里
63,000,100,030,湖元里
63,000,100,031,安湖里
63,000,100,032,秀湖里
63,000,100,033,安泰里
63,000,100,034,金湖里
63,000,100,035,康寧里
63,000,100,036,明湖里
63,000,100,037,蘆洲里
63,000,100,038,麗山里
63,000,100,039,寶湖里
63,000,100,040,南湖里
63,000,110,001,仁勇里
63,000,110,002,義信里
63,000,110,003,福林里
63,000,110,004,福德里
63,000,110,005,福志里
63,000,110,006,舊佳里
63,000,110,007,福佳里
63,000,110,008,後港里
63,000,110,009,福中里
63,000,110,010,前港里
63,000,110,011,百齡里
63,000,110,012,承德里
63,000,110,013,福華里
63,000,110,014,明勝里
63,000,110,015,福順里
63,000,110,016,富光里
63,000,110,017,葫蘆里
63,000,110,018,葫東里
63,000,110,019,社子里
63,000,110,020,社新里
63,000,110,021,社園里
63,000,110,022,永倫里
63,000,110,023,福安里
63,000,110,024,富洲里
63,000,110,025,岩山里
63,000,110,026,名山里
63,000,110,027,德行里
63,000,110,028,德華里
63,000,110,029,聖山里
63,000,110,030,忠誠里
63,000,110,031,芝山里
63,000,110,032,東山里
63,000,110,033,三玉里
63,000,110,034,蘭雅里
63,000,110,035,蘭興里
63,000,110,036,天福里
63,000,110,037,天祿里
63,000,110,038,天壽里
63,000,110,039,天和里
63,000,110,040,天山里
63,000,110,041,天玉里
63,000,110,042,天母里
63,000,110,043,永福里
63,000,110,044,公館里
63,000,110,045,新安里
63,000,110,046,陽明里
63,000,110,047,菁山里
63,000,110,048,平等里
63,000,110,049,溪山里
63,000,110,050,翠山里
63,000,110,051,臨溪里
63,000,120,001,建民里
63,000,120,002,文林里
63,000,120,003,石牌里
63,000,120,004,福興里
63,000,120,005,榮光里
63,000,120,006,榮華里
63,000,120,007,裕民里
63,000,120,008,振華里
63,000,120,009,永和里
63,000,120,010,永欣里
63,000,120,011,永明里
63,000,120,012,東華里
63,000,120,013,吉利里
63,000,120,014,吉慶里
63,000,120,015,尊賢里
63,000,120,016,立賢里
63,000,120,017,立農里
63,000,120,018,八仙里
63,000,120,019,洲美里
63,000,120,020,奇岩里
63,000,120,021,清江里
63,000,120,022,中央里
63,000,120,023,長安里
63,000,120,024,大同里
63,000,120,025,溫泉里
63,000,120,026,林泉里
63,000,120,027,中心里
63,000,120,028,中庸里
63,000,120,029,開明里
63,000,120,030,中和里
63,000,120,031,智仁里
63,000,120,032,秀山里
63,000,120,033,文化里
63,000,120,034,豐年里
63,000,120,035,稻香里
63,000,120,036,桃源里
63,000,120,037,一德里
63,000,120,038,關渡里
63,000,120,039,泉源里
63,000,120,040,湖山里
63,000,120,041,大屯里
63,000,120,042,湖田里
65,000,010,001,留侯里
65,000,010,002,流芳里
65,000,010,003,赤松里
65,000,010,004,黃石里
65,000,010,005,挹秀里
65,000,010,006,湳興里
65,000,010,007,新興里
65,000,010,008,社後里
65,000,010,009,香社里
65,000,010,010,中正里
65,000,010,011,自強里
65,000,010,012,自立里
65,000,010,013,光華里
65,000,010,014,國光里
65,000,010,015,港尾里
65,000,010,016,金華里
65,000,010,017,港德里
65,000,010,018,民權里
65,000,010,019,建國里
65,000,010,020,漢生里
65,000,010,021,公舘里
65,000,010,022,新民里
65,000,010,023,幸福里
65,000,010,024,忠誠里
65,000,010,025,百壽里
65,000,010,026,介壽里
65,000,010,027,新埔里
65,000,010,028,華江里
65,000,010,029,江翠里
65,000,010,030,純翠里
65,000,010,031,溪頭里
65,000,010,032,聯翠里
65,000,010,033,宏翠里
65,000,010,034,仁翠里
65,000,010,035,新翠里
65,000,010,036,吉翠里
65,000,010,037,德翠里
65,000,010,038,滿翠里
65,000,010,039,明翠里
65,000,010,040,松翠里
65,000,010,041,柏翠里
65,000,010,042,龍翠里
65,000,010,043,華翠里
65,000,010,044,忠翠里
65,000,010,045,嵐翠里
65,000,010,046,文翠里
65,000,010,047,青翠里
65,000,010,048,懷翠里
65,000,010,049,福翠里
65,000,010,050,港嘴里
65,000,010,051,振興里
65,000,010,052,振義里
65,000,010,053,光復里
65,000,010,054,埔墘里
65,000,010,055,長壽里
65,000,010,056,福壽里
65,000,010,057,海山里
65,000,010,058,九如里
65,000,010,059,玉光里
65,000,010,060,光仁里
65,000,010,061,埤墘里
65,000,010,062,永安里
65,000,010,063,雙玉里
65,000,010,064,廣新里
65,000,010,065,深丘里
65,000,010,066,香丘里
65,000,010,067,西安里
65,000,010,068,東丘里
65,000,010,069,長安里
65,000,010,070,福丘里
65,000,010,071,福祿里
65,000,010,072,民族里
65,000,010,073,國泰里
65,000,010,074,福德里
65,000,010,075,景星里
65,000,010,076,福星里
65,000,010,077,鄉雲里
65,000,010,078,廣德里
65,000,010,079,大豐里
65,000,010,080,重慶里
65,000,010,081,仁愛里
65,000,010,082,和平里
65,000,010,083,廣福里
65,000,010,084,華興里
65,000,010,085,華貴里
65,000,010,086,華德里
65,000,010,087,華東里
65,000,010,088,信義里
65,000,010,089,浮洲里
65,000,010,090,華中里
65,000,010,091,僑中里
65,000,010,092,中山里
65,000,010,093,復興里
65,000,010,094,大安里
65,000,010,095,福安里
65,000,010,096,聚安里
65,000,010,097,龍安里
65,000,010,098,崑崙里
65,000,010,099,溪洲里
65,000,010,100,溪北里
65,000,010,101,香雅里
65,000,010,102,新生里
65,000,010,103,文德里
65,000,010,104,文化里
65,000,010,105,新海里
65,000,010,106,莒光里
65,000,010,107,富貴里
65,000,010,108,正泰里
65,000,010,109,民生里
65,000,010,110,後埔里
65,000,010,111,華福里
65,000,010,112,堂春里
65,000,010,113,成和里
65,000,010,114,光榮里
65,000,010,115,民安里
65,000,010,116,陽明里
65,000,010,117,朝陽里
65,000,010,118,松柏里
65,000,010,119,文聖里
65,000,010,120,居仁里
65,000,010,121,莊敬里
65,000,010,122,東安里
65,000,010,123,五權里
65,000,010,124,溪福里
65,000,010,125,大觀里
65,000,010,126,歡園里
65,000,020,001,大有里
65,000,020,002,二重里
65,000,020,003,頂崁里
65,000,020,004,谷王里
65,000,020,005,中興里
65,000,020,006,德厚里
65,000,020,007,成功里
65,000,020,008,福祉里
65,000,020,009,福民里
65,000,020,010,過田里
65,000,020,011,錦田里
65,000,020,012,重明里
65,000,020,013,光田里
65,000,020,014,光陽里
65,000,020,015,田心里
65,000,020,016,福田里
65,000,020,017,田中里
65,000,020,018,田安里
65,000,020,019,三民里
65,000,020,020,光明里
65,000,020,021,光正里
65,000,020,022,同安里
65,000,020,023,同慶里
65,000,020,024,菜寮里
65,000,020,025,永春里
65,000,020,026,中正里
65,000,020,027,吉利里
65,000,020,028,大同里
65,000,020,029,中民里
65,000,020,030,平和里
65,000,020,031,大安里
65,000,020,032,仁德里
65,000,020,033,忠孝里
65,000,020,034,仁義里
65,000,020,035,光榮里
65,000,020,036,光輝里
65,000,020,037,福星里
65,000,020,038,福利里
65,000,020,039,清和里
65,000,020,040,永興里
65,000,020,041,中山里
65,000,020,042,大園里
65,000,020,043,國隆里
65,000,020,044,重陽里
65,000,020,045,民生里
65,000,020,046,重新里
65,000,020,047,正德里
65,000,020,048,正義里
65,000,020,049,正安里
65,000,020,050,自強里
65,000,020,051,文化里
65,000,020,052,中央里
65,000,020,053,雙園里
65,000,020,054,錦通里
65,000,020,055,錦安里
65,000,020,056,長安里
65,000,020,057,光華里
65,000,020,058,長生里
65,000,020,059,開元里
65,000,020,060,大德里
65,000,020,061,長元里
65,000,020,062,長江里
65,000,020,063,長泰里
65,000,020,064,長福里
65,000,020,065,介壽里
65,000,020,066,萬壽里
65,000,020,067,錦江里
65,000,020,068,龍濱里
65,000,020,069,龍門里
65,000,020,070,秀江里
65,000,020,071,奕壽里
65,000,020,072,三安里
65,000,020,073,福安里
65,000,020,074,信安里
65,000,020,075,安慶里
65,000,020,076,幸福里
65,000,020,077,六合里
65,000,020,078,六福里
65,000,020,079,順德里
65,000,020,080,承德里
65,000,020,081,瑞德里
65,000,020,082,崇德里
65,000,020,083,厚德里
65,000,020,084,維德里
65,000,020,085,尚德里
65,000,020,086,培德里
65,000,020,087,永德里
65,000,020,088,永盛里
65,000,020,089,永福里
65,000,020,090,永清里
65,000,020,091,永安里
65,000,020,092,永煇里
65,000,020,093,溪美里
65,000,020,094,福隆里
65,000,020,095,五常里
65,000,020,096,五福里
65,000,020,097,仁忠里
65,000,020,098,慈福里
65,000,020,099,慈生里
65,000,020,100,慈惠里
65,000,020,101,慈愛里
65,000,020,102,慈化里
65,000,020,103,慈祐里
65,000,020,104,五華里
65,000,020,105,富貴里
65,000,020,106,富華里
65,000,020,107,富福里
65,000,020,108,碧華里
65,000,020,109,五谷里
65,000,020,110,博愛里
65,000,020,111,福德里
65,000,020,112,永吉里
65,000,020,113,永發里
65,000,020,114,永順里
65,000,020,115,永豐里
65,000,020,116,立德里
65,000,020,117,福樂里
65,000,020,118,仁華里
65,000,020,119,五順里
65,000,030,001,中原里
65,000,030,002,平河里
65,000,030,003,信和里
65,000,030,004,仁和里
65,000,030,005,中正里
65,000,030,006,建和里
65,000,030,007,連和里
65,000,030,008,連城里
65,000,030,009,力行里
65,000,030,010,枋寮里
65,000,030,011,漳和里
65,000,030,012,廟美里
65,000,030,013,福真里
65,000,030,014,福善里
65,000,030,015,福美里
65,000,030,016,福祥里
65,000,030,017,瓦磘里
65,000,030,018,福和里
65,000,030,019,佳和里
65,000,030,020,安樂里
65,000,030,021,安和里
65,000,030,022,安平里
65,000,030,023,中安里
65,000,030,024,泰安里
65,000,030,025,新南里
65,000,030,026,南山里
65,000,030,027,秀山里
65,000,030,028,秀成里
65,000,030,029,秀福里
65,000,030,030,秀景里
65,000,030,031,秀明里
65,000,030,032,秀峰里
65,000,030,033,秀仁里
65,000,030,034,頂南里
65,000,030,035,華新里
65,000,030,036,東南里
65,000,030,037,華南里
65,000,030,038,忠孝里
65,000,030,039,崇南里
65,000,030,040,景南里
65,000,030,041,橫路里
65,000,030,042,內南里
65,000,030,043,壽南里
65,000,030,044,外南里
65,000,030,045,復興里
65,000,030,046,和興里
65,000,030,047,景平里
65,000,030,048,景新里
65,000,030,049,景福里
65,000,030,050,景安里
65,000,030,051,景文里
65,000,030,052,錦和里
65,000,030,053,錦昌里
65,000,030,054,灰磘里
65,000,030,055,積穗里
65,000,030,056,民享里
65,000,030,057,員山里
65,000,030,058,嘉穗里
65,000,030,059,文元里
65,000,030,060,嘉新里
65,000,030,061,民安里
65,000,030,062,安穗里
65,000,030,063,瑞穗里
65,000,030,064,明穗里
65,000,030,065,清穗里
65,000,030,066,自強里
65,000,030,067,德穗里
65,000,030,068,民生里
65,000,030,069,國光里
65,000,030,070,壽德里
65,000,030,071,明德里
65,000,030,072,秀水里
65,000,030,073,德行里
65,000,030,074,宜安里
65,000,030,075,安順里
65,000,030,076,秀義里
65,000,030,077,秀士里
65,000,030,078,興南里
65,000,030,079,景本里
65,000,030,080,福南里
65,000,030,081,中興里
65,000,030,082,吉興里
65,000,030,083,中山里
65,000,030,084,碧河里
65,000,030,085,錦中里
65,000,030,086,錦盛里
65,000,030,087,民有里
65,000,030,088,員富里
65,000,030,089,嘉慶里
65,000,030,090,冠穗里
65,000,030,091,國華里
65,000,030,092,正南里
65,000,030,093,正行里
65,000,040,001,福林里
65,000,040,002,文化里
65,000,040,003,豫溪里
65,000,040,004,光明里
65,000,040,005,仁愛里
65,000,040,006,永貞里
65,000,040,007,永福里
65,000,040,008,民治里
65,000,040,009,永成里
65,000,040,010,忠義里
65,000,040,011,永元里
65,000,040,012,秀林里
65,000,040,013,保安里
65,000,040,014,中溪里
65,000,040,015,永安里
65,000,040,016,民族里
65,000,040,017,民權里
65,000,040,018,中興里
65,000,040,019,勵行里
65,000,040,020,秀朗里
65,000,040,021,秀成里
65,000,040,022,上溪里
65,000,040,023,竹林里
65,000,040,024,雙和里
65,000,040,025,安和里
65,000,040,026,水源里
65,000,040,027,協和里
65,000,040,028,河堤里
65,000,040,029,頂溪里
65,000,040,030,潭墘里
65,000,040,031,潭安里
65,000,040,032,大新里
65,000,040,033,保平里
65,000,040,034,民本里
65,000,040,035,民樂里
65,000,040,036,光復里
65,000,040,037,復興里
65,000,040,038,福和里
65,000,040,039,得和里
65,000,040,040,智光里
65,000,040,041,新生里
65,000,040,042,大同里
65,000,040,043,前溪里
65,000,040,044,和平里
65,000,040,045,新廍里
65,000,040,046,下溪里
65,000,040,047,秀和里
65,000,040,048,河濱里
65,000,040,049,民生里
65,000,040,050,秀得里
65,000,040,051,上林里
65,000,040,052,網溪里
65,000,040,053,正興里
65,000,040,054,永興里
65,000,040,055,桂林里
65,000,040,056,店街里
65,000,040,057,信義里
65,000,040,058,後溪里
65,000,040,059,民富里
65,000,040,060,秀元里
65,000,040,061,永樂里
65,000,040,062,保順里
65,000,050,001,海山里
65,000,050,002,頭前里
65,000,050,003,國泰里
65,000,050,004,全安里
65,000,050,005,福基里
65,000,050,006,豐年里
65,000,050,007,忠孝里
65,000,050,008,恆安里
65,000,050,009,後港里
65,000,050,010,文衡里
65,000,050,011,中美里
65,000,050,012,八德里
65,000,050,013,興漢里
65,000,050,014,中和里
65,000,050,015,西盛里
65,000,050,016,榮和里
65,000,050,017,中泰里
65,000,050,018,瓊林里
65,000,050,019,文德里
65,000,050,020,中誠里
65,000,050,021,裕民里
65,000,050,022,文明里
65,000,050,023,中港里
65,000,050,024,富國里
65,000,050,025,思源里
65,000,050,026,立人里
65,000,050,027,南港里
65,000,050,028,仁愛里
65,000,050,029,立德里
65,000,050,030,信義里
65,000,050,031,立言里
65,000,050,032,民安里
65,000,050,033,和平里
65,000,050,034,立功里
65,000,050,035,民本里
65,000,050,036,化成里
65,000,050,037,立志里
65,000,050,038,光華里
65,000,050,039,思賢里
65,000,050,040,營盤里
65,000,050,041,光榮里
65,000,050,042,自強里
65,000,050,043,丹鳳里
65,000,050,044,光明里
65,000,050,045,自立里
65,000,050,046,合鳳里
65,000,050,047,幸福里
65,000,050,048,雙鳳里
65,000,050,049,自信里
65,000,050,050,龍鳳里
65,000,050,051,中華里
65,000,050,052,中隆里
65,000,050,053,中原里
65,000,050,054,中信里
65,000,050,055,四維里
65,000,050,056,建福里
65,000,050,057,中宏里
65,000,050,058,中全里
65,000,050,059,立泰里
65,000,050,060,全泰里
65,000,050,061,仁義里
65,000,050,062,立基里
65,000,050,063,昌明里
65,000,050,064,昌平里
65,000,050,065,文聖里
65,000,050,066,萬安里
65,000,050,067,龍安里
65,000,050,068,福營里
65,000,050,069,後德里
65,000,050,070,建安里
65,000,050,071,成德里
65,000,050,072,福興里
65,000,050,073,昌信里
65,000,050,074,昌隆里
65,000,050,075,中平里
65,000,050,076,立廷里
65,000,050,077,泰豐里
65,000,050,078,富民里
65,000,050,079,龍福里
65,000,050,080,祥鳳里
65,000,050,081,民全里
65,000,050,082,民有里
65,000,050,083,光正里
65,000,050,084,光和里
65,000,060,001,國豐里
65,000,060,002,明德里
65,000,060,003,大豐里
65,000,060,004,大同里
65,000,060,005,江陵里
65,000,060,006,寶興里
65,000,060,007,寶安里
65,000,060,008,信義里
65,000,060,009,忠孝里
65,000,060,010,大鵬里
65,000,060,011,太平里
65,000,060,012,頂城里
65,000,060,013,下城里
65,000,060,014,柴埕里
65,000,060,015,永安里
65,000,060,016,公崙里
65,000,060,017,德安里
65,000,060,018,雙城里
65,000,060,019,日興里
65,000,060,020,玫瑰里
65,000,060,021,塗潭里
65,000,060,022,美潭里
65,000,060,023,員潭里
65,000,060,024,雙坑里
65,000,060,025,粗坑里
65,000,060,026,屈尺里
65,000,060,027,龜山里
65,000,060,028,廣興里
65,000,060,029,直潭里
65,000,060,030,青潭里
65,000,060,031,新店里
65,000,060,032,張南里
65,000,060,033,國校里
65,000,060,034,文中里
65,000,060,035,廣明里
65,000,060,036,文明里
65,000,060,037,中興里
65,000,060,038,新生里
65,000,060,039,新德里
65,000,060,040,張北里
65,000,060,041,五峯里
65,000,060,042,新安里
65,000,060,043,忠誠里
65,000,060,044,中正里
65,000,060,045,中華里
65,000,060,046,仁愛里
65,000,060,047,百忍里
65,000,060,048,百和里
65,000,060,049,福德里
65,000,060,050,百福里
65,000,060,051,福民里
65,000,060,052,中山里
65,000,060,053,和平里
65,000,060,054,中央里
65,000,060,055,明城里
65,000,060,056,安和里
65,000,060,057,吉祥里
65,000,060,058,寶福里
65,000,060,059,小城里
65,000,060,060,香坡里
65,000,060,061,建國里
65,000,060,062,復興里
65,000,060,063,美城里
65,000,060,064,安昌里
65,000,060,065,長春里
65,000,060,066,新和里
65,000,060,067,永平里
65,000,060,068,達觀里
65,000,060,069,華城里
65,000,070,001,三多里
65,000,070,002,三福里
65,000,070,003,三興里
65,000,070,004,圳安里
65,000,070,005,保安里
65,000,070,006,潭底里
65,000,070,007,獇寮里
65,000,070,008,樹德里
65,000,070,009,樹西里
65,000,070,010,樹南里
65,000,070,011,樹人里
65,000,070,012,坡內里
65,000,070,013,樹東里
65,000,070,014,大同里
65,000,070,015,和平里
65,000,070,016,彭厝里
65,000,070,017,彭福里
65,000,070,018,東山里
65,000,070,019,東陽里
65,000,070,020,東昇里
65,000,070,021,樂山里
65,000,070,022,東園里
65,000,070,023,西園里
65,000,070,024,南園里
65,000,070,025,北園里
65,000,070,026,柑園里
65,000,070,027,樹北里
65,000,070,028,圳福里
65,000,070,029,樹興里
65,000,070,030,樹福里
65,000,070,031,光興里
65,000,070,032,金寮里
65,000,070,033,彭興里
65,000,070,034,文林里
65,000,070,035,山佳里
65,000,070,036,中山里
65,000,070,037,育英里
65,000,070,038,中華里
65,000,070,039,太順里
65,000,070,040,圳民里
65,000,070,041,圳生里
65,000,070,042,三龍里
65,000,080,001,東鶯里
65,000,080,002,西鶯里
65,000,080,003,南鶯里
65,000,080,004,北鶯里
65,000,080,005,中鶯里
65,000,080,006,建德里
65,000,080,007,同慶里
65,000,080,008,永昌里
65,000,080,009,南靖里
65,000,080,010,尖山里
65,000,080,011,二橋里
65,000,080,012,二甲里
65,000,080,013,東湖里
65,000,080,014,大湖里
65,000,080,015,鳳鳴里
65,000,080,016,鳳福里
65,000,080,017,永吉里
65,000,080,018,中湖里
65,000,080,019,鳳祥里
65,000,080,020,建國里
65,000,090,001,三峽里
65,000,090,002,秀川里
65,000,090,003,八張里
65,000,090,004,中埔里
65,000,090,005,弘道里
65,000,090,006,永舘里
65,000,090,007,礁溪里
65,000,090,008,鳶山里
65,000,090,009,龍埔里
65,000,090,010,大埔里
65,000,090,011,嘉添里
65,000,090,012,添福里
65,000,090,013,金圳里
65,000,090,014,五寮里
65,000,090,015,插角里
65,000,090,016,有木里
65,000,090,017,溪北里
65,000,090,018,溪南里
65,000,090,019,溪東里
65,000,090,020,成福里
65,000,090,021,安坑里
65,000,090,022,竹崙里
65,000,090,023,介壽里
65,000,090,024,安溪里
65,000,090,025,中正里
65,000,090,026,二鬮里
65,000,090,027,龍學里
